"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,113.05137657744416,209.0155274542929,2.4044478017218514,9.763078862168846E-13,5.466023284229286,1.208140020324143,386.874946389835,3.586584853339337E13
1.0,162.5807166470102,223.04444043154916,1.912054357404884,19738.897597280746,18.33957644284058,27.417836368199914,9131.039911979462,0.028940737085561743
1.0,292.0606539106822,251.9785727250864,0.09856521630344395,5.340918739983573,5.3514705124197555,1.252856635329767,505.6571906641492,0.13248521318898265
1.0,337.76049456574253,200.07323790911806,1.9709019964560255,4193.090580531386,8.306242184848971,8.878426133727015,2654.2372410094927,0.05144396600391028
1.0,362.2100455698755,328.1587351638517,2.0277523054510436,5700.938303531659,9.938325883714155,9.192239287652617,2813.494638222022,0.04290194032370663
1.0,549.377083472788,232.45154150555558,2.1654878646743714,4738.518201649974,8.98271342879943,10.83896196812669,3723.469480240809,0.06244122804878152
1.0,618.8276699160409,30.4233151010134,2.5181275594531556,9427.834958595493,11.709850909423507,19.316065869460335,6273.322736329861,0.0701666230354436
1.0,758.8016512600112,60.23981358739438,2.351456118824443,17408.847660704516,11.411069484479702,33.99168271406425,11344.973587083405,0.05702541630177892
2.0,162.5797301377381,223.00733058259794,1.9145233779558741,19650.803772583662,17.627540433962402,28.049876423065026,8224.598336521925,0.029643888148483028
2.0,337.77067313627214,199.7809118776027,2.0112037759599177,4358.085173302007,9.843287411967243,8.99977977874292,2769.546999513399,0.05197010608714316
2.0,362.2356525263616,328.1391417259533,1.951721557626994,5274.088634029796,10.366943770620425,10.298748538814786,2714.589135148519,0.04613672878868137
2.0,549.3669162889231,232.39082812220536,2.0387112276711896,4487.68484297753,9.982801969842512,10.498494859444737,3249.4894394834273,0.057627044512045165
2.0,618.8755936810927,30.477690904203822,2.5012531660640542,9192.26354913045,12.01225881016069,20.116930980757008,6997.5136421022125,0.07349187840159008
2.0,758.7274454550185,60.81622812840519,2.6841597321941206,19638.018072972765,15.788894127716649,42.00147348913423,13687.16373999468,0.07961670616221063
3.0,162.5715551759061,222.9193467079583,1.8894467970519713,19324.54765751157,16.93190313633256,26.20837217658614,8083.46412343342,0.027896612519732158
3.0,337.7894363182106,199.7506419013646,1.9925694992141452,4384.049670184251,8.95478789246083,8.589550659838624,2730.144364463605,0.049451799322747354
3.0,362.14312958663106,328.20344922994406,1.9660786925654303,5495.299854091746,9.74040063340651,9.443711508451724,2604.568719656283,0.04275060933270118
3.0,549.4269908489873,231.905302338432,1.97504263301774,4276.650215326379,7.457284027067754,9.673376598627422,2753.505572777781,0.0537416579016529
3.0,618.8135272684972,30.387254227860687,2.4865649148262676,8934.172612959599,11.141014936535504,19.897410144960638,6729.096787069354,0.07393953403126126
3.0,758.7653655017075,60.49253861585672,2.602967632859267,18970.642246721225,10.423342927854888,39.76328498244144,12250.889627577351,0.07369169564336865
4.0,162.5744556558653,223.00718878254236,1.9192636722519776,20016.41039458305,17.264309767870138,25.4486064554008,7722.247813708458,0.027192323057464173
4.0,337.77545511774684,199.90730801282973,1.9520928261273356,4304.42555772986,9.67921458957054,8.32317926078332,2471.075117210325,0.04763613549099021
4.0,362.1047502612319,328.27572412012773,1.9747998135620575,5390.657325357559,10.23427689434638,10.020747259924846,2878.3730111754367,0.04538433813760676
4.0,549.3559636985149,232.24134281007613,2.047998421315934,4581.603723549216,9.602399721552029,10.450904869740068,3602.116756868624,0.056870030892674214
4.0,618.7813526591312,30.37755469305591,2.5422113436558,9102.177550807932,11.58779835773539,19.358473999886062,6411.161027342844,0.0739424568516412
4.0,758.5909164909865,61.66995441602159,2.541806244095574,16364.568910121572,11.002481729617127,25.60500525871645,6170.247193325913,0.05448138821569658
5.0,162.56933820169448,223.00722982367088,1.9126494914547956,20014.23984326594,16.416595198834006,26.05680083419422,8315.842288219024,0.02751431568497132
5.0,337.7889192803638,199.83942918728422,2.0445539075014456,4283.780940066483,8.912865258880707,8.787969653369515,2717.6562836597677,0.05332453983452154
5.0,362.16219565397705,328.2330449474134,1.9137198761946002,5260.748957861832,9.248488523053854,10.166177212493553,3110.4076345942717,0.04439424964483193
5.0,549.331917564109,232.32011899562494,2.0021372111255338,4681.441587743092,8.970745684969792,10.267050015090037,3620.3834259326018,0.05307074848760171
5.0,618.8046937703247,30.38390660520263,2.514897643071942,9337.56929076357,10.848051065464306,19.788681638561105,6422.034226923634,0.07212191325592499
5.0,758.7246080536459,60.81686263084172,2.66326750549158,19188.564499396394,15.065467215518181,41.19400057794995,12931.249873894341,0.07874951341331962
6.0,162.55492720850611,223.0207481328361,1.889613163141527,19627.399332247525,16.31735144397985,26.55845722510844,8415.691056988764,0.02780037523678907
6.0,337.7278023150611,199.81298544642974,1.9797974414965593,4392.559051654079,8.773804548332498,9.008184868033752,2685.0152746189024,0.050350862421262965
6.0,362.21555225854127,328.11744547011045,1.9224638383941577,5388.339407903672,9.606861701504371,9.887734185208279,3000.467873623076,0.04309712587338074
6.0,549.2971565687646,232.29477318667398,2.015289696210216,4493.783331300501,8.920483024145247,10.94727663564072,3979.91586147082,0.05815982967351866
6.0,618.8930067059033,30.40736536759525,2.5098236163983763,9318.341707423733,10.503461862708601,19.107570749251458,6362.351576966745,0.06984376930348965
6.0,758.803440671262,60.42561996407908,2.515569351753582,17828.012341857582,10.261207589296173,34.483147122053396,10532.500542278118,0.06422514335914808
7.0,162.60928299171624,223.02225421496587,1.8976313249017973,19820.294699656108,16.076517806317327,25.5942763777903,8077.768778450589,0.027006083421730925
7.0,337.90226046747966,199.71301248774017,2.0186061520962406,4189.859385245621,8.136601546456868,9.164675545164464,2986.9710964488613,0.05467153782482055
7.0,362.1914959656217,328.23081077288657,1.9096284541746704,5429.871233399695,9.071270293180241,10.032658398104244,2901.721174193571,0.042754538014409205
7.0,549.3781662514892,232.5263377171434,2.0309783651731363,4471.9771567094685,8.570431860591938,9.833362363977024,3508.429456185709,0.05485083778755574
7.0,618.8337637582752,30.440538508853123,2.5233149203154546,9187.495965381822,10.56563564575643,20.72635142834647,7344.1008754067325,0.07672957917747313
7.0,758.6814591410481,60.825194603145775,2.6957782428799746,19112.550846622427,14.590052174092067,39.55799638740465,12648.659514230558,0.0779140881596643
8.0,162.57666358078788,222.98499624058627,1.8990863500032964,19810.453497477843,16.257972410106916,26.63183515151489,8163.768393075428,0.02787556070574698
8.0,337.79631522381345,199.71005222332627,2.0469301833003493,4586.740178299683,8.571151680027077,8.317528736789338,2506.604085417587,0.048811239745084924
8.0,362.18379676983267,328.07085641623996,1.9483159563455754,5459.478478270088,9.690469520501644,10.399228489921258,2804.020664501584,0.044994466685306066
8.0,549.3830482864277,232.39849307333816,2.0293548580628538,4237.372852381317,8.90835382548625,10.86504942875878,3706.5479090428234,0.06159575589428973
8.0,618.9056797687546,30.28143867218597,2.4422827954024586,8709.230203693398,11.372829509506976,18.39267003270776,6569.839898595545,0.0684282922332773
8.0,758.6954727053932,60.86211205862949,2.6805512787183714,19373.58133121441,14.717276301663565,40.253088880779,13384.274756553716,0.07730991095326124
9.0,162.5920468325043,222.95607791445565,1.9077756753478918,19668.306337766673,16.86818376936926,26.285742225656847,8010.989137724219,0.02799872169104247
9.0,337.78576698294694,199.74213373889782,2.0548763717664897,4396.447667995184,8.887988965851926,8.46617984528936,2498.974800015368,0.05139161038518275
9.0,362.1748396267676,328.16959808883695,1.9385697292657424,5216.010117904719,9.751520504843754,9.984085295283865,2747.727084006677,0.04513253153769065
9.0,549.4330248349414,232.3904820996018,1.9758319427300208,4281.526192482136,9.078509839356004,10.095467385888195,3382.5238413506227,0.0553249935665499
9.0,618.9127028720696,30.30532887407661,2.4411544998258927,9159.16208757409,11.086235352466597,19.637997253262476,6792.219627188882,0.06901268893699575
9.0,758.7608121061053,61.02464069927955,2.5842067651317135,18832.187388877024,12.072465966298395,40.578445585838054,12522.385810607277,0.07458584282020453
10.0,162.5814209450637,222.98039965415285,1.9181427757018534,19667.85633456478,16.759277881774704,26.12015086841151,8295.15526230964,0.028131404342042712
10.0,337.722114030889,199.72934000145764,2.0497484328050573,4307.858632808771,9.214068281711288,8.345445187063964,2372.5872059754824,0.05157192187399948
10.0,362.2150325489735,328.16242210801835,1.936134518242123,5364.182671081929,9.960184870502333,9.64407921996504,2777.4732827050093,0.04308030239019345
10.0,549.3853165514266,232.48662764829277,2.0821630318869806,4463.290885810916,9.321871156332818,10.23705684799999,3284.7140621604517,0.05894987327929344
10.0,618.8825132519889,30.45844170640844,2.45554227021092,8956.855865145726,11.77200202452025,19.97274581344988,6767.046325676275,0.07229129627841926
10.0,758.7570778824236,60.844115302247765,2.6876556715254782,19479.81449148408,15.01124072101853,40.36366410825403,13434.669252457184,0.07749570075473194
