"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,102.43502037053163,156.12805753953342,1.8863825499317508,26220.51927962392,22.61556815201643,32.47768923138876,9158.162092381719,0.025042864655911858
1.0,111.98014754043214,86.09690802610397,1.8231537038262684,22376.157879596987,15.062360802192632,25.58703061365582,7053.712917490918,0.02270131582915011
1.0,132.16614136197882,390.3633482667294,1.864808602654509,19126.740401778672,16.05499240706097,18.025452682811824,5676.375027477929,0.02135675699465875
1.0,244.0661084848171,163.2021480216383,2.20468164835465,47354.95291228377,38.76343954051366,86.3055565470114,25478.72450068801,0.045570703565671784
1.0,549.8418144495587,146.83937096009265,1.8967509587850135,21339.042748944044,19.82316986304806,39.04898847233306,13718.216154118114,0.03552194966265908
2.0,102.46791875320864,156.10802754959747,1.880304360194449,25553.304793208623,21.213903902810138,31.925927013260136,8973.397418411232,0.02513990789853398
2.0,111.98713889043066,86.59954830160892,1.847900357717425,24790.07623730545,19.66741087246876,31.13890609853617,8990.95431108187,0.024566115289737418
2.0,244.07050469751744,163.17464469440284,2.206354187902943,47336.83214315395,35.82909317313035,85.26776954473733,24837.45922435251,0.0451338611448886
2.0,549.8386249187732,146.79158389653847,1.879156827781305,20756.467345115576,18.355829516442544,39.07338048229318,13763.464012749417,0.03584291319997771
3.0,102.4046202615078,156.06155219110605,1.8797749391302638,24597.04744174938,19.75648523513983,34.211790588456836,9889.118293430458,0.027461423614313293
3.0,111.9735819727654,86.61289221621854,1.8978660381291914,23569.637138790287,18.224630820629336,33.16530359324428,9772.39059216037,0.02831882747049969
3.0,244.0278845750468,163.24066702878366,2.187288657970831,46714.34338300807,35.78309629454476,85.1300875980242,26192.761304186988,0.0448845543529462
3.0,549.8371933533394,146.73449506602148,1.8515997522378707,20738.357856839946,18.109413076408167,38.38587405095954,13533.626974591005,0.034371993724193375
4.0,102.42721295540167,156.0910115021914,1.8849143321173256,24186.344256160137,19.969163194357105,33.25895926208127,9555.9190802786,0.02739066366518474
4.0,111.97803388208996,86.61015465244701,1.8929885721130417,23485.804994958016,18.050611645526246,30.673409880561792,9183.095347057311,0.02658214044437971
4.0,244.0676877178205,163.23679151965794,2.179870724871185,46668.31153487338,35.93344501127755,85.20113956728389,26254.206581743758,0.04466677322237593
4.0,549.8346474099293,146.7234737671977,1.8619912725197418,21374.181147187683,17.73727471698231,39.89849071506193,14000.04045154497,0.03491067628086224
5.0,102.43976386632899,156.08165506644454,1.873255995829202,24408.55546472774,19.612191520773067,32.75102719711901,9956.515719138655,0.026539723663171186
5.0,111.97828215246604,86.6261136065236,1.861222010316457,23067.731402256406,18.11533571612919,31.86748131509065,9534.299848320574,0.02700707510645115
5.0,244.04962016948244,163.23825752466595,2.1984865719485387,47071.48398315931,34.08719037764527,83.37313877719987,24987.53939374658,0.04411774070980245
5.0,549.8233303299179,146.72161458623626,1.8625176261308602,20892.80309387124,16.973580704826308,36.643702077550685,13324.30625302179,0.03317191596715688
6.0,102.43855861883102,156.15254511253778,1.8820759445858615,24443.52822969685,19.285459565281666,32.15819093698352,8956.778085712573,0.026346465157811944
6.0,111.97097486704637,86.6519877115337,1.8731683625379922,23014.560556355467,18.317269195857385,31.564337451004302,9323.578419916,0.027167910901619133
6.0,244.06421448778485,163.23437640280414,2.200809997555611,47268.14398164144,34.73824494449969,84.1244554272013,24988.774916665818,0.044405017113092506
6.0,549.8424642380633,146.75536436440274,1.8671346148580739,21599.37275946036,17.08151133064368,38.70342922559208,13970.730758083848,0.03385280073760236
7.0,102.43932403548175,156.16603524019362,1.8650533678571162,23908.73121526926,19.71963459458945,33.01038802883748,9517.658764655622,0.026993693432729258
7.0,111.9711369638689,86.65310904344614,1.851762743332391,23065.41949080134,18.52161703794793,30.0328632022713,9052.443109287937,0.025559627700750518
7.0,244.021147660714,163.25418545296813,2.177420712833855,46378.58477308967,35.38801861407436,85.72042660582512,26088.059181461762,0.045099448416191325
7.0,549.8204771545523,146.79322788065323,1.8455744890307553,21432.544673616765,18.506690214168835,38.665270661865286,13481.743995497884,0.03334367004399134
8.0,102.43600977522966,156.1593862057766,1.8677911829809746,23964.82273961101,19.810945696575114,31.999700150814604,9480.384099794086,0.026351991870045874
8.0,111.94962754738131,86.68721784222261,1.8451011637037078,22526.25387871022,18.202168834418607,31.129106303194536,9156.420675931606,0.026666218703725892
8.0,132.1528368728171,390.67629802406344,1.9017662330018863,19844.64367471986,15.099958336352948,21.3785355429965,5652.958331029021,0.023832511800799542
8.0,244.04348726866965,163.2539060071849,2.172176416252443,46195.25889212552,34.89612762924547,85.90215728354565,26454.749607248046,0.04515232024413134
8.0,549.8015392979526,146.74239748248752,1.8377396801909567,21340.436175629526,18.300019704857398,37.59950563572234,13827.640664656026,0.032435271467907645
9.0,102.43417680065457,156.19768791979135,1.8806981191992662,23578.181284787493,19.31437199027055,32.1067029951177,9704.76565034909,0.02713985630435928
9.0,111.97062198667825,86.67489623791214,1.8892010869248022,22793.835586228826,17.315189762134544,29.18851022523741,8779.54478872799,0.026176622665022343
9.0,244.05825078426508,163.2723207985313,2.1816719586928914,46632.74375557985,35.05468052300908,85.28866931141681,25398.62314661048,0.04481552201601402
9.0,549.8022508412624,146.76279329989617,1.8919563429719235,21408.795378921746,17.408348213001318,36.195662772921075,12789.878422535252,0.033038870892220996
10.0,102.42451120981116,156.11062017301145,1.895311246370708,24029.33239508811,19.981229750024355,31.581518789652424,8572.990659665635,0.026705101449847134
10.0,111.9861481598101,86.65385125762634,1.8695159593757666,22613.03767008373,17.87060801722525,31.417388843512608,9117.37224767635,0.027402000003539494
10.0,244.08520922798436,163.25218393352105,2.1703600219020034,46346.81706937872,36.086639606461894,86.06424378625152,25335.688554265766,0.045015595504395677
10.0,549.8295969030721,146.73661144567168,1.8640300533813958,21481.83116359076,18.010404022588716,37.02831130545727,13026.488748061503,0.03266723755512843
