"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,266.4162576577499,74.38158683337844,1.8979884290133848,3926.952757054816,9.901888984999198,8.728059144873889,3112.0843465052417,0.05049476341572181
1.0,446.1550648657865,146.79957380970507,2.176995875473669,35567.333317138735,14.928216311557197,23.47535522607531,5659.270465268058,0.019532304575495422
1.0,600.1847523381543,96.07844564918402,1.8495147129957523,8111.427735865417,12.163650165155984,14.522910296969613,4994.424302367653,0.03707708189145083
1.0,737.4114420219753,56.572487645308215,2.001908474557131,9503.98754387238,8.477212255037559,8.884502840981686,2434.89378454711,0.02798573370958071
1.0,800.9726612742191,142.68539599250954,1.8797039407484395,7891.615700267476,12.4649854914965,11.217646932506861,3555.159902628549,0.033049316810879345
1.0,880.173254899956,328.9815570526519,2.04399195062682,6107.950160592768,11.528766757119406,6.218056308246074,1917.4463081709077,0.03394556976414276
2.0,266.36254638664883,74.35495672052495,1.859892160374869,3949.4003447236178,8.545027897171977,8.169178536925651,3028.043086919738,0.04673011524925575
2.0,445.61420501383355,147.374646086332,2.0421318757531637,31875.8773650394,24.306365162874254,40.50245709638332,13125.806142805766,0.02896779046131923
2.0,600.1399511284939,96.030677762437,1.8014420167546825,8236.78549820774,10.894038967967658,13.866871610870321,5017.840041282815,0.03397469479649623
2.0,737.1400183552432,56.14145334358295,1.8793628885968559,8645.487514212897,10.886609145290407,13.737208748207571,4334.822440231035,0.03478169963608689
2.0,800.985337001823,142.71092346457274,1.8345074751277137,7869.003753634379,9.034885407435269,11.24631686824188,3393.081126785359,0.03193277855252016
2.0,880.2788230545005,329.08426502631124,2.0160056093169585,5666.797833327503,10.199800124888156,6.051838989750636,1801.6005447417328,0.03471886285804353
3.0,266.2886690733455,74.31321623324392,1.843862945453304,3943.8775807060497,9.027104716321086,8.337255726296213,2866.997781233319,0.04670566363036394
3.0,445.5274115383965,147.42554658124328,2.029770148254332,31608.262212863727,24.394265417023167,42.176179242106834,13690.936053632833,0.02987538023762774
3.0,600.0060369490116,96.06899611602624,1.7977482511949765,8367.121986015796,12.008718272871063,15.365941197346023,5251.322300461516,0.035799225833792296
3.0,737.014629759803,56.184955217817404,1.891050755511515,8408.253500935944,12.059279494947342,14.356368589560205,4666.603986624593,0.037043160455143755
3.0,800.7812433146257,142.713746440763,1.8399122607969982,8011.519832960886,11.891272490194199,10.684400397994207,3076.1353210922234,0.03074447459421884
3.0,880.1703197510338,329.00959703256166,2.0530512232084073,5884.320669579122,10.558425295050782,6.149113365213009,1783.1720606534188,0.034901062653017643
4.0,266.2056377397446,74.3104901624376,1.863438827371202,4018.206550721765,9.51088905254558,8.839369741976435,3144.006065731332,0.04849118067953913
4.0,445.5715136384856,147.3600393814792,2.0185688795139547,31590.9141263393,24.917101675328762,41.41139359608963,13872.679465242265,0.029131351948941522
4.0,600.0529462260305,96.03145243087191,1.8524899125116336,8383.235632393029,11.94967785984038,15.560170197435667,4905.5412294506905,0.037933974950124474
4.0,736.9797304215205,56.23885456982049,1.8143408305065014,8722.833086451805,12.458083510185032,15.026444607089928,4734.387321350978,0.03457055352529702
